,Date,Open,High,Low,Close,Volume,Market Cap,Circulating Supply
0,2021-12-03,0.09754,0.1019,0.09364,0.09389,2566234254.0,9568114155.0,101907702151.0
1,2021-12-02,0.09692,0.09833,0.09519,0.09742,2248113731.0,6980751607.0,71656247249.0
2,2021-12-01,0.09649,0.1006,0.09584,0.0969,1783980402.0,6943812070.0,71659567285.0
3,2021-11-30,0.09661,0.09993,0.09514,0.09661,2394129999.0,6923061464.0,71659884732.0
4,2021-11-29,0.09522,0.09725,0.09438,0.09666,2047489953.0,6926665947.0,71660107045.0
5,2021-11-28,0.09352,0.09526,0.08981,0.0951,2625603057.0,6815018616.0,71661604794.0
6,2021-11-27,0.09224,0.09543,0.09189,0.09344,1974830154.0,6695849383.0,71659346992.0
7,2021-11-26,0.1002,0.1013,0.0905,0.09192,2710143957.0,6587238122.0,71662729786.0
8,2021-11-25,0.09789,0.1013,0.09723,0.09846,1744005441.0,7055268030.0,71656185557.0
9,2021-11-24,0.1029,0.1039,0.09637,0.1007,2117457455.0,7215766987.0,71656077328.0
10,2021-11-23,0.1019,0.1035,0.1012,0.1028,2197249733.0,7368576145.0,71678756274.0
11,2021-11-22,0.1067,0.1071,0.1012,0.1018,2354774655.0,7296175426.0,71671664302.0
12,2021-11-21,0.1053,0.1097,0.1045,0.1069,2241989309.0,7658774903.0,71644292825.0
13,2021-11-20,0.104,0.1058,0.1017,0.1051,2327286906.0,7532347364.0,71668385956.0
14,2021-11-19,0.1004,0.1057,0.09819,0.104,2635327807.0,7453436707.0,71667660644.0
15,2021-11-18,0.1112,0.1125,0.09976,0.1004,2368557261.0,7197130059.0,71684562340.0
16,2021-11-17,0.1095,0.1137,0.108,0.1112,2346982289.0,7970099917.0,71673560404.0
17,2021-11-16,0.1241,0.1241,0.1059,0.1095,3293527272.0,7846421283.0,71656815369.0
18,2021-11-15,0.1171,0.1291,0.1158,0.1236,3649274121.0,8857280718.0,71660847233.0
19,2021-11-14,0.1126,0.1174,0.1107,0.1169,2500811809.0,8380364276.0,71688317159.0
20,2021-11-13,0.108,0.1139,0.1075,0.1126,2990220769.0,8071110062.0,71679485452.0
21,2021-11-12,0.109,0.1107,0.1048,0.1079,2509218666.0,7730216960.0,71642418535.0
22,2021-11-11,0.1068,0.1105,0.1051,0.1093,2482719187.0,7828915856.0,71627775443.0
23,2021-11-10,0.1144,0.1175,0.1033,0.1068,3282293457.0,7652364174.0,71651349943.0
24,2021-11-09,0.11,0.1154,0.1086,0.1144,3034203511.0,8200230820.0,71680339335.0
25,2021-11-08,0.1046,0.11,0.1046,0.11,2551114894.0,7879915350.0,71635594090.0
26,2021-11-07,0.1027,0.105,0.1022,0.1046,1778269192.0,7494547382.0,71649592562.0
27,2021-11-06,0.1036,0.1043,0.09966,0.1026,1701272409.0,7351849356.0,71655451812.0
28,2021-11-05,0.1034,0.1062,0.1023,0.1037,1693587971.0,7432464445.0,71672752603.0
29,2021-11-04,0.1059,0.1072,0.1018,0.1034,1970446437.0,7411566357.0,71678591460.0
30,2021-11-03,0.1074,0.1093,0.1024,0.1059,2736243802.0,7586072532.0,71634301529.0
31,2021-11-02,0.1006,0.1104,0.09989,0.1074,2695125439.0,7695891015.0,71656340921.0
32,2021-11-01,0.1015,0.102,0.09818,0.1005,1724266847.0,7205259480.0,71694124179.0
33,2021-10-31,0.1012,0.1024,0.09771,0.1015,2663826401.0,7275355637.0,71678380660.0
34,2021-10-30,0.09945,0.1045,0.0979,0.1011,2853009501.0,7246755853.0,71679088555.0
35,2021-10-29,0.09537,0.09945,0.09475,0.09944,2503779170.0,7125748212.0,71658771238.0
36,2021-10-28,0.09067,0.09624,0.09067,0.09537,2730738901.0,6834126374.0,71659079102.0
37,2021-10-27,0.1012,0.1027,0.08911,0.09071,2319437826.0,6499925293.0,71656105093.0
38,2021-10-26,0.1007,0.1056,0.1004,0.1012,2887926661.0,7251150942.0,71651689150.0
39,2021-10-25,0.09916,0.1015,0.09876,0.1007,1715400596.0,7216719243.0,71665533694.0
40,2021-10-24,0.1008,0.1015,0.09735,0.09923,1212237562.0,7111051021.0,71662309996.0
41,2021-10-23,0.09982,0.1012,0.0989,0.1007,1247898652.0,7218968874.0,71687873624.0
42,2021-10-22,0.09962,0.102,0.09869,0.09983,1398644864.0,7153503059.0,71656847230.0
43,2021-10-21,0.1032,0.1059,0.09952,0.09952,1598864313.0,7131702404.0,71660996824.0
44,2021-10-20,0.1006,0.106,0.1002,0.1031,1749882996.0,7385531629.0,71634642376.0
45,2021-10-19,0.09814,0.1009,0.09786,0.1006,1326434459.0,7209572996.0,71665735546.0
46,2021-10-18,0.09874,0.09935,0.09707,0.09814,1157169880.0,7032665887.0,71659526054.0
47,2021-10-17,0.09863,0.1021,0.09655,0.09869,1170758481.0,7072101806.0,71659760928.0
48,2021-10-16,0.09858,0.1009,0.09824,0.09869,1082612429.0,7072121656.0,71659962063.0
49,2021-10-15,0.09729,0.1027,0.09533,0.0985,1591245618.0,7058735366.0,71662287979.0
50,2021-10-14,0.0979,0.0995,0.09653,0.09716,1165003317.0,6962361560.0,71658723342.0
51,2021-10-13,0.09549,0.09802,0.09352,0.09799,1241862431.0,7022123652.0,71661635391.0
52,2021-10-12,0.09722,0.09722,0.09161,0.09551,1280870343.0,6844158649.0,71659079143.0
53,2021-10-11,0.09765,0.1009,0.09533,0.09716,1100623957.0,6962601851.0,71661196490.0
54,2021-10-10,0.103,0.103,0.09737,0.09775,1221386238.0,7004591505.0,71658225115.0
55,2021-10-09,0.09768,0.1054,0.09725,0.1029,1790421869.0,7371622928.0,71638706783.0
56,2021-10-08,0.09547,0.09937,0.09533,0.09767,1430548633.0,6999010763.0,71659780516.0
57,2021-10-07,0.0955,0.09829,0.09347,0.09551,1627469794.0,6844533010.0,71662998743.0
58,2021-10-06,0.09622,0.09697,0.09128,0.09552,1713306308.0,6845006239.0,71660450575.0
59,2021-10-05,0.09349,0.09847,0.09299,0.09618,1803369231.0,6892421028.0,71661686712.0
60,2021-10-04,0.09501,0.09516,0.09026,0.09351,1221597030.0,6700651680.0,71657059993.0
61,2021-10-03,0.09354,0.09662,0.09275,0.09498,1058942942.0,6806296679.0,71660314582.0
62,2021-10-02,0.0948,0.0959,0.09247,0.09363,1035214700.0,6709258857.0,71657148958.0
63,2021-10-01,0.08947,0.09473,0.08864,0.09473,1244241400.0,6788442585.0,71660958355.0
64,2021-09-30,0.08586,0.08962,0.08556,0.08943,1021905677.0,6408240124.0,71656492496.0
65,2021-09-29,0.08315,0.08794,0.08267,0.08595,1177606321.0,6158828566.0,71655946084.0
66,2021-09-28,0.08605,0.08725,0.08306,0.08314,1284143801.0,5958106907.0,71663542302.0
67,2021-09-27,0.08783,0.0906,0.08602,0.08608,1359027319.0,6168565617.0,71660845922.0
68,2021-09-26,0.09073,0.09087,0.08358,0.08772,1583621546.0,6285721558.0,71656652507.0
69,2021-09-25,0.09235,0.09374,0.08954,0.09068,1339568978.0,6498257382.0,71661417975.0
70,2021-09-24,0.09925,0.09944,0.08638,0.09233,1725865390.0,6616336241.0,71659658193.0
71,2021-09-23,0.09878,0.1006,0.09628,0.09921,1221757467.0,7109090366.0,71656993911.0
72,2021-09-22,0.08815,0.09884,0.08673,0.09877,1543235375.0,7077955658.0,71660986716.0
73,2021-09-21,0.09143,0.09563,0.08726,0.08824,1968682256.0,6323139478.0,71658425634.0
74,2021-09-20,0.1037,0.1038,0.08998,0.09094,2287314375.0,6517037741.0,71663049714.0
75,2021-09-19,0.1058,0.1073,0.1026,0.1037,1197742964.0,7434245053.0,71689923365.0
76,2021-09-18,0.1052,0.1091,0.1036,0.1059,1423069244.0,7591219348.0,71682902247.0
77,2021-09-17,0.116,0.1205,0.1037,0.1052,2589661092.0,7536006586.0,71635043593.0
78,2021-09-16,0.1207,0.122,0.1124,0.1161,2135501641.0,8318840004.0,71652368682.0
79,2021-09-15,0.1183,0.1227,0.1136,0.1209,2536911743.0,8664948145.0,71670373407.0
80,2021-09-14,0.1047,0.1202,0.1042,0.1183,3737125575.0,8475017278.0,71640044615.0
81,2021-09-13,0.1125,0.1167,0.09965,0.1048,3258032453.0,7509465129.0,71655201612.0
82,2021-09-12,0.09556,0.1178,0.09403,0.1127,4555490083.0,8073763876.0,71639431020.0
83,2021-09-11,0.09083,0.09701,0.09058,0.0954,2021046580.0,6836325507.0,71659596509.0
84,2021-09-10,0.09303,0.09577,0.08662,0.09087,1973955943.0,6511938191.0,71662134818.0
85,2021-09-09,0.09105,0.09448,0.09041,0.09302,1691771918.0,6666095946.0,71663039625.0
86,2021-09-08,0.08533,0.09663,0.08368,0.0928,3850532893.0,6649808036.0,71657414181.0
87,2021-09-07,0.1037,0.1058,0.07805,0.08527,2481055300.0,6110776710.0,71663852585.0
88,2021-09-06,0.1052,0.1073,0.1014,0.1037,1516943299.0,7431978430.0,71668065863.0
89,2021-09-05,0.1015,0.1052,0.1012,0.1051,1471892049.0,7534770702.0,71691443406.0
90,2021-09-04,0.1015,0.1034,0.09949,0.1017,1487349617.0,7285530300.0,71637466076.0
